time,E,I,C,delta_phi
100.9600,0.689109,4.198097,1.297678,94.630477
100.9800,0.690366,4.189888,1.300444,94.713177
101.0000,0.690065,4.196431,1.305612,94.824108
101.0200,0.689519,4.195177,1.314553,94.647654
101.0400,0.692606,4.198335,1.302531,95.531219
101.0600,0.695455,4.189140,1.299004,96.008501
101.0800,0.695434,4.189204,1.306244,96.003902
101.1000,0.693889,4.196492,1.258132,95.817291
101.1200,0.691167,4.199604,1.285584,95.199903
101.1400,0.692350,4.199476,1.300272,95.498286
101.1600,0.690976,4.203853,1.278809,95.274789
101.1800,0.690685,4.203615,1.258948,95.196454
101.2000,0.689062,4.204622,1.273578,94.810294
101.2200,0.690691,4.206810,1.296303,95.284536
101.2400,0.692030,4.212057,1.300174,95.779209
101.2600,0.690040,4.210243,1.308479,95.215980
101.2800,0.688473,4.209937,1.310952,94.809470
101.3000,0.688777,4.210349,1.309739,94.898239
101.3200,0.690819,4.210973,1.308774,95.435875
101.3400,0.689562,4.213645,1.311161,95.192363
101.3600,0.689430,4.213741,1.295842,95.164006
101.3800,0.686937,4.214451,1.305826,94.554671
101.4000,0.686886,4.214087,1.307405,94.531256
101.4200,0.686747,4.201361,1.276142,94.133218
101.4400,0.689467,4.180955,1.256196,94.234252
101.4600,0.690598,4.170518,1.254942,94.223271
101.4800,0.691746,4.167212,1.273074,94.420203
101.5000,0.690906,4.170186,1.280412,94.288762
101.5200,0.691578,4.166344,1.280798,94.351090
101.5400,0.689671,4.174307,1.303412,94.088409
101.5600,0.690556,4.187978,1.296463,94.707282
101.5800,0.693480,4.179302,1.299332,95.210710
101.6000,0.693264,4.189852,1.276824,95.460844
101.6200,0.691955,4.192518,1.273392,95.199960
101.6400,0.692751,4.191320,1.274127,95.370729
101.6600,0.693737,4.191494,1.274092,95.631362
101.6800,0.693206,4.202384,1.254633,95.810370
101.7000,0.694679,4.201195,1.221190,96.164171
101.7200,0.694510,4.201251,1.221634,96.121665
101.7400,0.695252,4.201337,1.223793,96.317905
101.7600,0.694362,4.203091,1.221972,96.136121
101.7800,0.693016,4.204614,1.192327,95.834770
101.8000,0.691759,4.209197,1.202161,95.641388
101.8200,0.690721,4.210825,1.196424,95.423220
101.8400,0.690376,4.212228,1.180665,95.377814
101.8600,0.689991,4.212540,1.180677,95.288887
101.8800,0.687443,4.234207,1.168009,95.275159
101.9000,0.686301,4.233523,1.149084,94.972303
101.9200,0.686811,4.234296,1.142485,95.123255
101.9400,0.690055,4.235677,1.154389,95.980349
101.9600,0.693579,4.229047,1.140192,96.695852
101.9800,0.694129,4.226665,1.141696,96.769616
102.0000,0.696337,4.216894,1.184519,97.058431
102.0200,0.699127,4.216204,1.196908,97.777712
102.0400,0.699134,4.216230,1.196448,97.780255
102.0600,0.702050,4.219240,1.186856,98.655457
102.0800,0.704162,4.220956,1.165559,99.285390
102.1000,0.705049,4.217627,1.203890,99.427402
102.1200,0.710847,4.212478,1.198663,100.903475
102.1400,0.711574,4.212389,1.198216,101.107955
102.1600,0.712492,4.213854,1.161537,101.418077
102.1800,0.712262,4.212837,1.203292,101.316626
102.2000,0.713640,4.222598,1.215929,101.993302
102.2200,0.713746,4.217156,1.222255,101.865165
102.2400,0.713591,4.190231,1.238035,101.041055
102.2600,0.714164,4.189646,1.237765,101.189759
102.2800,0.710697,4.206756,1.234728,100.690059
102.3000,0.711542,4.223602,1.220927,101.420186
102.3200,0.711211,4.230039,1.186410,101.517928
102.3400,0.713715,4.235258,1.177984,102.388344
102.3600,0.718633,4.226954,1.191064,103.580426
102.3800,0.721943,4.253779,1.172928,105.349740
102.4000,0.723747,4.256445,1.178142,105.970448
102.4200,0.725611,4.258709,1.204883,106.599267
102.4400,0.729597,4.274750,1.227212,108.294253
102.4600,0.729604,4.277923,1.233770,108.388872
102.4800,0.729079,4.277256,1.233932,108.205903
102.5000,0.730128,4.276257,1.233407,108.502828
102.5200,0.732450,4.274828,1.232290,109.188642
102.5400,0.736102,4.270662,1.232071,110.226312
102.5600,0.735806,4.271027,1.231450,110.142267
102.5800,0.732391,4.273738,1.233529,109.137879
102.6000,0.731522,4.293197,1.204491,109.442009
102.6200,0.734552,4.301913,1.250756,110.649601
102.6400,0.736880,4.306988,1.249918,111.543807
102.6600,0.736124,4.305340,1.249460,111.252688
102.6800,0.733785,4.300190,1.240765,110.356412
102.7000,0.734722,4.304572,1.234030,110.784761
102.7200,0.733959,4.305148,1.233448,110.559501
102.7400,0.732218,4.297207,1.206786,109.778676
102.7600,0.730533,4.280544,1.215666,108.757844
102.7800,0.728905,4.272850,1.223046,108.024126
102.8000,0.729969,4.272510,1.223691,108.344644
102.8200,0.731971,4.271650,1.226023,108.945555
102.8400,0.733631,4.269608,1.226069,109.409282
102.8600,0.734002,4.282683,1.221004,109.911805
102.8800,0.735047,4.283363,1.204162,110.266696
102.9000,0.737827,4.293174,1.183767,111.450352
102.9200,0.735967,4.306670,1.165026,111.254383
102.9400,0.736714,4.322941,1.182673,111.973855
102.9600,0.735603,4.320655,1.182714,111.549933
102.9800,0.733373,4.325539,1.184826,110.985869
103.0000,0.732088,4.344850,1.144412,111.162346
103.0200,0.729078,4.343137,1.150087,110.170316
103.0400,0.732593,4.337824,1.173314,111.107412
103.0600,0.733721,4.337539,1.177704,111.454737
103.0800,0.733300,4.338531,1.168479,111.352408
103.1000,0.730024,4.336632,1.206027,110.262010
103.1200,0.730468,4.338146,1.198094,110.446780
103.1400,0.731568,4.338854,1.204662,110.811039
103.1600,0.731398,4.341549,1.177761,110.842347
103.1800,0.731005,4.341523,1.196190,110.715542
103.2000,0.730769,4.338710,1.199967,110.557159
103.2200,0.731109,4.333165,1.212000,110.496647
103.2400,0.730030,4.330850,1.212963,110.090568
103.2600,0.728483,4.328870,1.215521,109.550792
103.2800,0.727578,4.338990,1.180976,109.578322
103.3000,0.728220,4.339628,1.154403,109.799314
103.3200,0.725309,4.347471,1.153046,109.140444
103.3400,0.724364,4.348162,1.177432,108.869935
103.3600,0.725112,4.349892,1.176934,109.149098
103.3800,0.725349,4.351962,1.162846,109.285353
103.4000,0.724549,4.344212,1.180991,108.807559
103.4200,0.721820,4.345535,1.171877,108.024697
103.4400,0.721132,4.345886,1.172656,107.829347
103.4600,0.719290,4.354115,1.115626,107.535828
103.4800,0.717644,4.352911,1.134412,107.011257
103.5000,0.719995,4.336728,1.208568,107.211432
103.5200,0.720332,4.336259,1.208397,107.297734
103.5400,0.717651,4.338433,1.184199,106.573152
103.5600,0.715358,4.341762,1.229621,105.995610
103.5800,0.716512,4.347804,1.210734,106.515257
103.6000,0.714896,4.348285,1.219132,106.057811
103.6200,0.716221,4.346218,1.174056,106.388222
103.6400,0.715601,4.339670,1.201278,106.008025
103.6600,0.715652,4.329812,1.204376,105.728516
103.6800,0.715852,4.330642,1.213742,105.809941
103.7000,0.713896,4.325306,1.207198,105.084982
103.7200,0.712535,4.321828,1.230728,104.586689
103.7400,0.716721,4.334639,1.205487,106.184066
103.7600,0.714839,4.333775,1.207868,105.609904
103.7800,0.713655,4.338195,1.200612,105.400371
103.8000,0.710901,4.332332,1.165688,104.442457
103.8200,0.709950,4.328765,1.168528,104.065905
103.8400,0.711194,4.328109,1.165988,104.400011
103.8600,0.711122,4.328349,1.166719,104.386487
103.8800,0.710113,4.342608,1.146542,104.528115
103.9000,0.709156,4.366463,1.144877,104.972477
103.9200,0.709317,4.374764,1.152155,105.266232
103.9400,0.709691,4.375267,1.141057,105.388736
103.9600,0.712394,4.378234,1.152513,106.245499
103.9800,0.711956,4.375281,1.192431,106.025157
104.0000,0.712564,4.374124,1.160804,106.169083
104.0200,0.712259,4.374242,1.159243,106.085667
104.0400,0.714902,4.363298,1.146607,106.520113
104.0600,0.714852,4.351389,1.165752,106.145917
104.0800,0.713034,4.342429,1.167162,105.352920
104.1000,0.712484,4.340936,1.168623,105.150359
104.1200,0.709358,4.332946,1.166044,104.023470
104.1400,0.713947,4.350447,1.168700,105.855394
104.1600,0.714359,4.356323,1.170519,106.150001
104.1800,0.714956,4.363272,1.170397,106.531412
104.2000,0.713916,4.366607,1.146483,106.334050
104.2200,0.713091,4.367694,1.156322,106.127673
104.2400,0.712926,4.367911,1.155597,106.086935
104.2600,0.713712,4.366371,1.156122,106.266952
104.2800,0.714740,4.364781,1.154965,106.516537
104.3000,0.714308,4.366275,1.156669,106.435911
104.3200,0.713131,4.369491,1.154542,106.193514
104.3400,0.711588,4.375923,1.154175,105.945283
104.3600,0.710391,4.374679,1.159311,105.566313
104.3800,0.712516,4.381736,1.147527,106.386480
104.4000,0.713482,4.381566,1.149170,106.658700
104.4200,0.711991,4.385077,1.137925,106.338533
104.4400,0.710687,4.395261,1.144892,106.273461
104.4600,0.708819,4.402234,1.150427,105.955573
104.4800,0.705296,4.405568,1.158490,105.072966
104.5000,0.704521,4.417934,1.145964,105.236547
104.5200,0.698571,4.412945,1.151373,103.471609
104.5400,0.696215,4.412371,1.146880,102.830255
104.5600,0.695348,4.411646,1.147718,102.580383
104.5800,0.694290,4.412047,1.145125,102.316112
104.6000,0.694692,4.409073,1.171741,102.326964
104.6200,0.693422,4.424865,1.162223,102.477761
104.6400,0.689848,4.432542,1.129814,101.798225
104.6600,0.685781,4.437832,1.108743,100.940238
104.6800,0.685029,4.438805,1.108280,100.783513
104.7000,0.685204,4.438346,1.129752,100.809541
104.7200,0.685476,4.437227,1.128579,100.842933
104.7400,0.685704,4.441178,1.128757,101.020449
104.7600,0.687996,4.441021,1.118541,101.590275
104.7800,0.686669,4.439454,1.111630,101.210538
104.8000,0.684407,4.426599,1.106675,100.257501
104.8200,0.683799,4.421409,1.078347,99.953938
104.8400,0.687829,4.420822,1.072559,100.939098
104.8600,0.687756,4.390123,1.135915,99.980572
104.8800,0.687764,4.390074,1.132356,99.981713
104.9000,0.685352,4.388859,1.114609,99.345391
104.9200,0.685372,4.389344,1.086045,99.369091
104.9400,0.685071,4.383286,1.136627,99.104177
104.9600,0.683936,4.384802,1.132860,98.870446
104.9800,0.685572,4.387132,1.131499,99.345357
105.0000,0.686217,4.390595,1.136529,99.609552
105.0200,0.687268,4.396820,1.121922,100.062487
105.0400,0.686133,4.395969,1.130072,99.752001
105.0600,0.685846,4.395958,1.106024,99.683735
105.0800,0.686284,4.394423,1.103978,99.746711
105.1000,0.685746,4.394670,1.104051,99.620277
105.1200,0.684266,4.396940,1.106114,99.322468
105.1400,0.680841,4.409070,1.075900,98.858676
105.1600,0.680908,4.406378,1.129522,98.785239
105.1800,0.681461,4.408175,1.126590,98.973922
105.2000,0.682403,4.407243,1.127582,99.174679
105.2200,0.682365,4.407270,1.125953,99.166481
105.2400,0.681290,4.406950,1.127650,98.895328
105.2600,0.682554,4.404607,1.127771,99.131590
105.2800,0.680950,4.404868,1.138826,98.748231
105.3000,0.683622,4.402800,1.151415,99.334566
105.3200,0.682863,4.403998,1.142001,99.186404
105.3400,0.676014,4.399501,1.150289,97.408179
105.3600,0.673768,4.399683,1.141634,96.891491
105.3800,0.669228,4.392187,1.173198,95.623557
105.4000,0.671104,4.392351,1.182883,96.051816
105.4200,0.667415,4.373164,1.228811,94.636086
105.4400,0.668703,4.373875,1.236069,94.944032
105.4600,0.670854,4.380832,1.249482,95.637284
105.4800,0.670573,4.383178,1.250583,95.644084
105.5000,0.669787,4.365156,1.264373,94.921835
105.5200,0.670796,4.362200,1.262399,95.061908
105.5400,0.668310,4.367978,1.251874,94.676402
105.5600,0.667228,4.371499,1.255958,94.540430
105.5800,0.665336,4.380534,1.242658,94.396525
105.6000,0.663178,4.393164,1.238803,94.308006
105.6200,0.660761,4.393660,1.215780,93.807255
105.6400,0.658276,4.394431,1.219615,93.305163
105.6600,0.658597,4.394902,1.209196,93.388190
105.6800,0.660973,4.404523,1.206933,94.182733
105.7000,0.661379,4.393772,1.245358,93.938219
105.7200,0.660997,4.383664,1.240986,93.552159
105.7400,0.658871,4.363788,1.238268,92.504008
105.7600,0.659766,4.350656,1.248547,92.297820
105.7800,0.659349,4.351645,1.242519,92.240262
105.8000,0.655121,4.350374,1.250218,91.321717
105.8200,0.655835,4.350325,1.248790,91.467223
105.8400,0.651961,4.352506,1.252591,90.744599
105.8600,0.650323,4.357554,1.242000,90.570836
105.8800,0.651265,4.360675,1.221350,90.854807
105.9000,0.649561,4.354826,1.221049,90.341566
105.9200,0.649928,4.355525,1.219727,90.435202
105.9400,0.650617,4.354952,1.231344,90.552703
105.9600,0.650621,4.355050,1.225312,90.557440
105.9800,0.650210,4.354382,1.238233,90.453919
106.0000,0.652418,4.351133,1.231998,90.798237
106.0200,0.649988,4.341725,1.232251,90.032499
106.0400,0.654217,4.342430,1.176201,90.910477
106.0600,0.657232,4.331477,1.225695,91.197146
106.0800,0.655428,4.330777,1.229833,90.802771
106.1000,0.655133,4.324201,1.199499,90.551028
106.1200,0.655721,4.312469,1.230706,90.318975
106.1400,0.657964,4.309571,1.248014,90.695582
106.1600,0.661337,4.315270,1.199363,91.585039
106.1800,0.660967,4.327332,1.225668,91.860370
106.2000,0.658686,4.325797,1.252292,91.327930
106.2200,0.660090,4.336098,1.227026,91.934745
106.2400,0.658510,4.346854,1.211591,91.925047
106.2600,0.656876,4.348802,1.218504,91.641347
106.2800,0.659523,4.352301,1.228134,92.298668
106.3000,0.660283,4.348610,1.226887,92.349431
106.3200,0.659598,4.338247,1.235590,91.893393
106.3400,0.660394,4.351976,1.212908,92.475775
106.3600,0.657225,4.361889,1.219326,92.105646
106.3800,0.654694,4.360516,1.221632,91.542408
106.4000,0.655332,4.360219,1.224355,91.663706
106.4200,0.656326,4.358738,1.223516,91.824078
106.4400,0.653094,4.361424,1.218508,91.244980
106.4600,0.652819,4.361608,1.218643,91.194775
106.4800,0.649975,4.368071,1.206177,90.822877
106.5000,0.648863,4.388633,1.195672,91.224833
106.5200,0.647381,4.384546,1.229679,90.807459
106.5400,0.646873,4.385295,1.234488,90.730926
106.5600,0.645023,4.383651,1.234113,90.326459
106.5800,0.646782,4.388370,1.255644,90.803082
106.6000,0.643088,4.379738,1.256530,89.838908
106.6200,0.639918,4.375249,1.281024,89.111762
106.6400,0.638549,4.372339,1.280494,88.774554
106.6600,0.639269,4.372130,1.281716,88.899208
106.6800,0.636620,4.373933,1.278936,88.475501
106.7000,0.636591,4.374055,1.280663,88.473716
106.7200,0.636128,4.372235,1.286853,88.335610
106.7400,0.636120,4.371564,1.281421,88.314835
106.7600,0.635459,4.380664,1.262567,88.474143
106.7800,0.635344,4.380903,1.208142,88.469194
106.8000,0.636950,4.366691,1.238708,88.322894
106.8200,0.637817,4.366477,1.227356,88.473847
106.8400,0.639714,4.357234,1.296328,88.531164
106.8600,0.637625,4.358114,1.242872,88.186163
106.8800,0.635775,4.357859,1.242137,87.847839
106.9000,0.635843,4.354683,1.276512,87.759700
106.9200,0.635480,4.354756,1.267343,87.698884
106.9400,0.633375,4.361109,1.301626,87.514704
106.9600,0.633090,4.360850,1.289179,87.459180
106.9800,0.636389,4.370359,1.281508,88.326390
107.0000,0.638620,4.370245,1.320403,88.718599
107.0200,0.640069,4.372212,1.320031,89.042235
107.0400,0.640138,4.373108,1.319001,89.082151
107.0600,0.638787,4.373132,1.311200,88.837068
107.0800,0.639075,4.382380,1.227879,89.180497
107.1000,0.637732,4.374164,1.215137,88.691524
107.1200,0.640784,4.375863,1.215154,89.299328
107.1400,0.643954,4.369407,1.265069,89.690041
107.1600,0.644287,4.369492,1.269158,89.754996
107.1800,0.643489,4.354279,1.324455,89.139636
107.2000,0.647161,4.381644,1.354381,90.658868
107.2200,0.648509,4.384870,1.351655,91.018818
107.2400,0.648357,4.387363,1.347099,91.064984
107.2600,0.646333,4.399355,1.233304,91.051929
107.2800,0.649616,4.397842,1.332434,91.630985
107.3000,0.652402,4.387857,1.327929,91.884530
107.3200,0.655897,4.383045,1.312853,92.453253
107.3400,0.655942,4.378409,1.363490,92.315308
107.3600,0.652367,4.379028,1.347423,91.608492
107.3800,0.654246,4.378800,1.340925,91.982852
107.4000,0.654407,4.385227,1.335462,92.210162
107.4200,0.655633,4.386272,1.296210,92.498712
107.4400,0.657899,4.388367,1.291173,93.032379
107.4600,0.662444,4.392766,1.284306,94.130575
107.4800,0.662929,4.394302,1.284253,94.281787
107.5000,0.660582,4.416839,1.289610,94.460975
107.5200,0.659407,4.429743,1.301282,94.603134
107.5400,0.657575,4.448843,1.295505,94.803400
107.5600,0.654988,4.448057,1.304682,94.243400
107.5800,0.655640,4.447463,1.304057,94.359130
107.6000,0.656967,4.445960,1.306120,94.587095
107.6200,0.656251,4.455397,1.290699,94.730282
107.6400,0.654763,4.461706,1.284628,94.619024
107.6600,0.657053,4.459313,1.286756,95.017006
107.6800,0.650075,4.476634,1.225155,94.144248
107.7000,0.651023,4.477385,1.220903,94.356263
107.7200,0.654428,4.478358,1.241675,95.069504
107.7400,0.654752,4.478753,1.242066,95.147826
107.7600,0.654978,4.479478,1.237711,95.216933
107.7800,0.656814,4.479063,1.219042,95.585272
107.8000,0.658940,4.477680,1.228501,95.985506
107.8200,0.658728,4.477212,1.228097,95.926535
107.8400,0.660638,4.476673,1.211786,96.316118
107.8600,0.658714,4.472354,1.217882,95.775349
107.8800,0.655998,4.471004,1.222036,95.167837
107.9000,0.654405,4.469415,1.208937,94.794101
107.9200,0.657204,4.468002,1.242142,95.322256
107.9400,0.656986,4.467586,1.241151,95.264191
107.9600,0.653754,4.465565,1.238906,94.538829
107.9800,0.650847,4.471227,1.230880,94.129987
108.0000,0.652553,4.468379,1.230702,94.383627
108.0200,0.651890,4.469535,1.229785,94.286371
108.0400,0.650596,4.469207,1.229028,94.018103
108.0600,0.648779,4.468821,1.227060,93.648180
108.0800,0.647669,4.467476,1.228758,93.389884
108.1000,0.648017,4.471087,1.204820,93.572370
108.1200,0.653834,4.481612,1.156633,95.061671
108.1400,0.655671,4.483166,1.165584,95.483784
108.1600,0.659172,4.483993,1.174297,96.237056
108.1800,0.661304,4.509615,1.164792,97.484726
108.2000,0.658506,4.506461,1.178993,96.792079
108.2200,0.658777,4.506785,1.181574,96.858728
108.2400,0.657307,4.511802,1.175682,96.707921
108.2600,0.657334,4.511798,1.174828,96.713559
108.2800,0.657904,4.520415,1.168715,97.101360
108.3000,0.657185,4.520474,1.171200,96.953014
108.3200,0.656253,4.520546,1.157802,96.764116
108.3400,0.657834,4.505554,1.131111,96.630389
108.3600,0.657420,4.506288,1.142672,96.565197
108.3800,0.660434,4.497481,1.141144,96.926261
108.4000,0.657177,4.503231,1.136123,96.420647
108.4200,0.654621,4.503671,1.149147,95.905600
108.4400,0.654960,4.494626,1.146066,95.695122
108.4600,0.654955,4.492964,1.156300,95.641058
108.4800,0.660840,4.480618,1.136677,96.491992
108.5000,0.660168,4.493959,1.127936,96.762793
108.5200,0.659048,4.495337,1.111135,96.571207
108.5400,0.661214,4.499841,1.126198,97.167890
108.5600,0.661120,4.496506,1.098353,97.048578
108.5800,0.661851,4.500009,1.073726,97.317254
108.6000,0.660010,4.507240,1.075447,97.148867
108.6200,0.659421,4.516801,1.096795,97.318221
108.6400,0.656240,4.518574,1.056734,96.715035
108.6600,0.654007,4.510965,1.068086,96.018906
108.6800,0.653293,4.503459,1.062753,95.641784
108.7000,0.654602,4.492493,1.065228,95.567835
108.7200,0.654054,4.494405,1.068592,95.514747
108.7400,0.657872,4.484433,1.069220,95.993619
108.7600,0.655824,4.487919,1.069885,95.676394
108.7800,0.655543,4.488201,1.067302,95.627559
108.8000,0.656684,4.488387,1.068421,95.868709
108.8200,0.657765,4.488433,1.068691,96.094991
108.8400,0.657508,4.488642,1.069598,96.047588
108.8600,0.656924,4.489967,1.075387,95.966208
108.8800,0.662071,4.487358,1.068203,96.973844
108.9000,0.659459,4.491327,1.066474,96.540382
108.9200,0.657275,4.494972,1.054950,96.197119
108.9400,0.657776,4.535849,1.039291,97.575475
108.9600,0.658081,4.544602,1.034884,97.913747
108.9800,0.658557,4.535783,1.069420,97.732357
109.0000,0.662112,4.536697,1.064589,98.516861
109.0200,0.663981,4.532787,1.102979,98.792913
109.0400,0.666483,4.502027,1.083784,98.387481
109.0600,0.663956,4.492460,1.101377,97.534093
109.0800,0.666358,4.493184,1.113240,98.081436
109.1000,0.667563,4.498725,1.101543,98.521998
109.1200,0.669249,4.505441,1.095740,99.108617
109.1400,0.670348,4.503324,1.121381,99.287396
109.1600,0.670656,4.501601,1.118781,99.304078
109.1800,0.671494,4.488006,1.113805,99.074772
109.2000,0.675453,4.465608,1.124043,99.297667
109.2200,0.677409,4.458582,1.123916,99.542000
109.2400,0.679278,4.458549,1.123414,99.985909
109.2600,0.683437,4.462475,1.117807,101.115084
109.2800,0.684596,4.465281,1.120782,101.486029
109.3000,0.685387,4.465627,1.117136,101.692924
109.3200,0.685911,4.461228,1.107016,101.689555
109.3400,0.688005,4.461151,1.103814,102.211675
109.3600,0.686892,4.459106,1.106690,101.869068
109.3800,0.688941,4.465017,1.095985,102.567953
109.4000,0.692364,4.470272,1.090851,103.604929
109.4200,0.694319,4.481090,1.109636,104.442517
109.4400,0.694450,4.481215,1.108240,104.480744
109.4600,0.696324,4.482207,1.107944,105.002887
109.4800,0.697306,4.498858,1.095286,105.779452
109.5000,0.699637,4.504578,1.077819,106.580985
109.5200,0.702777,4.504460,1.045571,107.431625
109.5400,0.704107,4.498630,1.084380,107.609200
109.5600,0.703572,4.498589,1.077747,107.462189
109.5800,0.704606,4.515606,1.125301,108.267411
109.6000,0.704565,4.515561,1.119244,108.255502
109.6200,0.705437,4.516062,1.120639,108.511391
109.6400,0.704947,4.516210,1.117587,108.381160
109.6600,0.704120,4.515581,1.128763,108.132328
109.6800,0.709071,4.513990,1.151327,109.456930
109.7000,0.710193,4.513403,1.155434,109.754932
109.7200,0.713999,4.509384,1.155962,110.718776
109.7400,0.712087,4.512653,1.152606,110.271324
109.7600,0.712909,4.515098,1.152273,110.583027
109.7800,0.712582,4.514130,1.135016,110.461651
109.8000,0.715867,4.521874,1.135944,111.652198
109.8200,0.717930,4.521950,1.167693,112.253978
109.8400,0.721975,4.522393,1.175986,113.468754
109.8600,0.723256,4.523145,1.178614,113.877221
109.8800,0.723981,4.514073,1.204695,113.810278
109.9000,0.724901,4.512209,1.206004,114.031278
109.9200,0.727768,4.536240,1.200763,115.659345
109.9400,0.726875,4.535647,1.183577,115.368630
109.9600,0.727117,4.535829,1.181824,115.448880
109.9800,0.727211,4.535621,1.185662,115.470808
110.0000,0.724241,4.538330,1.181992,114.648804
110.0200,0.721593,4.535152,1.179240,113.751764
110.0400,0.720973,4.535677,1.179312,113.582646
110.0600,0.716429,4.539592,1.183526,112.362133
110.0800,0.713376,4.545612,1.178247,111.665945
110.1000,0.715374,4.563291,1.152803,112.802473
110.1200,0.713401,4.562636,1.151090,112.211407
110.1400,0.713973,4.562348,1.151797,112.367270
110.1600,0.716415,4.562812,1.153993,113.090645
110.1800,0.718540,4.561803,1.155956,113.682668
110.2000,0.720135,4.555480,1.155672,113.956847
110.2200,0.718890,4.547877,1.157626,113.348786
110.2400,0.718408,4.537898,1.151191,112.895026
110.2600,0.715915,4.517967,1.148643,111.542629
110.2800,0.716785,4.512301,1.147173,111.620591
110.3000,0.714969,4.524769,1.137181,111.481008
110.3200,0.715383,4.524960,1.125450,111.609012
110.3400,0.714680,4.525111,1.124842,111.409859
110.3600,0.713053,4.524014,1.128207,110.905678
110.3800,0.711507,4.524791,1.103916,110.490874
110.4000,0.712105,4.525576,1.120145,110.683580
110.4200,0.710655,4.524046,1.121524,110.222505
110.4400,0.705304,4.513464,1.111986,108.395144
110.4600,0.708294,4.524136,1.116933,109.559547
110.4800,0.708743,4.536719,1.117639,110.078278
110.5000,0.708221,4.553678,1.111519,110.463680
110.5200,0.705102,4.548943,1.099513,109.448910
110.5400,0.699969,4.541943,1.099725,107.831254
110.5600,0.699755,4.541541,1.102726,107.760949
110.5800,0.703887,4.548126,1.100649,109.088889
110.6000,0.703470,4.546993,1.103409,108.938671
110.6200,0.700530,4.542619,1.100078,108.003483
110.6400,0.697991,4.536812,1.105438,107.141132
110.6600,0.701766,4.540707,1.092466,108.278907
110.6800,0.701713,4.541725,1.092083,108.296519
110.7000,0.700945,4.546577,1.066168,108.244551
110.7200,0.702426,4.546175,1.057545,108.634829
110.7400,0.702879,4.546469,1.058055,108.767364
110.7600,0.700784,4.537809,1.074380,107.925216
110.7800,0.702082,4.533454,1.076172,108.140422
110.8000,0.703438,4.530946,1.079978,108.431381
110.8200,0.701323,4.533739,1.069361,107.944428
110.8400,0.698883,4.533748,1.084558,107.286337
110.8600,0.702675,4.541864,1.079387,108.564316
110.8800,0.705306,4.552999,1.093247,109.633605
110.9000,0.705718,4.553363,1.090833,109.759351
110.9200,0.705907,4.553417,1.091170,109.813135
110.9400,0.707704,4.554576,1.092525,110.349933
110.9600,0.710060,4.534994,1.117837,110.395877
110.9800,0.711127,4.522763,1.126007,110.315999
111.0000,0.710458,4.528834,1.125197,110.315282
111.0200,0.713867,4.530578,1.124422,111.345214
111.0400,0.711523,4.525936,1.123102,110.528215
111.0600,0.709579,4.524654,1.125083,109.936017
111.0800,0.709963,4.522077,1.117015,109.965605
111.1000,0.712153,4.522420,1.120284,110.599056
111.1200,0.711858,4.520141,1.121119,110.443502
111.1400,0.715579,4.511122,1.085682,111.241030
111.1600,0.717084,4.498469,1.110358,111.284336
111.1800,0.717608,4.497730,1.108963,111.415393
111.2000,0.723973,4.489251,1.117686,113.051020
111.2200,0.722669,4.499577,1.103764,112.979007
111.2400,0.724921,4.505452,1.124599,113.839831
111.2600,0.724150,4.503833,1.140517,113.553029
111.2800,0.723869,4.503887,1.137124,113.470066
111.3000,0.721038,4.493997,1.153002,112.309628
111.3200,0.724705,4.509415,1.140147,113.894853
111.3400,0.723931,4.509627,1.140528,113.666360
111.3600,0.724020,4.515400,1.121232,113.875665
111.3800,0.723106,4.513150,1.159178,113.523694
111.4000,0.726681,4.517874,1.151951,114.759559
111.4200,0.728201,4.515883,1.159895,115.164318
111.4400,0.729150,4.515720,1.156452,115.453634
111.4600,0.732796,4.506588,1.170952,116.308360
111.4800,0.730356,4.516899,1.169165,115.863484
111.5000,0.732495,4.521065,1.152184,116.666607
111.5200,0.731284,4.520526,1.135011,116.271689
111.5400,0.731122,4.517503,1.119010,116.129274
111.5600,0.731935,4.526007,1.138187,116.646382
111.5800,0.730734,4.526528,1.147241,116.284825
111.6000,0.730463,4.527797,1.148260,116.239802
111.6200,0.727759,4.527822,1.123000,115.405371
111.6400,0.725890,4.522160,1.118705,114.655747
111.6600,0.727248,4.525460,1.108841,115.176384
111.6800,0.729384,4.530189,1.137441,115.980050
111.7000,0.728267,4.525500,1.159389,115.484172
111.7200,0.732706,4.534303,1.076088,117.157176
111.7400,0.729153,4.505029,1.124834,115.127049
111.7600,0.728853,4.507046,1.141843,115.093972
111.7800,0.729880,4.515516,1.131810,115.677640
111.8000,0.730605,4.515312,1.125393,115.898480
111.8200,0.735303,4.517205,1.127199,117.440373
111.8400,0.736853,4.505841,1.099943,117.587390
111.8600,0.738728,4.478811,1.079053,117.358888
111.8800,0.743132,4.462491,1.085290,118.295828
111.9000,0.742959,4.462939,1.085615,118.252627
111.9200,0.744210,4.460700,1.087040,118.597473
111.9400,0.744753,4.460281,1.087547,118.764940
111.9600,0.741891,4.461359,1.082806,117.853017
111.9800,0.743861,4.442043,1.115999,117.905787
112.0000,0.742208,4.454240,1.115151,117.733750
112.0200,0.742519,4.488143,1.122116,118.878980
112.0400,0.739077,4.492265,1.143838,117.878014
112.0600,0.739978,4.492567,1.129388,118.182431
112.0800,0.743831,4.498249,1.135265,119.623005
112.1000,0.744591,4.500474,1.100712,119.949285
112.1200,0.742916,4.498030,1.104741,119.318265
