time,regime
69.46,pre-instability
69.48,pre-instability
69.5,pre-instability
69.52,pre-instability
69.54,pre-instability
69.56,pre-instability
69.58,pre-instability
69.6,pre-instability
69.62,pre-instability
69.64,pre-instability
69.66,pre-instability
69.68,pre-instability
69.7,pre-instability
69.72,pre-instability
69.74,pre-instability
69.76,pre-instability
69.78,pre-instability
69.8,pre-instability
69.82,pre-instability
69.84,pre-instability
69.86,pre-instability
69.88,pre-instability
69.9,pre-instability
69.92,pre-instability
69.94,pre-instability
69.96,pre-instability
69.98,pre-instability
70.0,pre-instability
70.02,pre-instability
70.04,pre-instability
70.06,pre-instability
70.08,pre-instability
70.1,pre-instability
70.12,pre-instability
70.14,pre-instability
70.16,pre-instability
70.18,pre-instability
70.2,pre-instability
70.22,pre-instability
70.24,pre-instability
70.26,pre-instability
70.28,pre-instability
70.3,pre-instability
70.32,pre-instability
70.34,pre-instability
70.36,pre-instability
70.38,pre-instability
70.4,pre-instability
70.42,pre-instability
70.44,pre-instability
70.46,pre-instability
70.48,pre-instability
70.5,pre-instability
70.52,pre-instability
70.54,pre-instability
70.56,pre-instability
70.58,pre-instability
70.6,pre-instability
70.62,pre-instability
70.64,pre-instability
70.66,pre-instability
70.68,pre-instability
70.7,pre-instability
70.72,pre-instability
70.74,pre-instability
70.76,pre-instability
70.78,pre-instability
70.8,pre-instability
70.82,pre-instability
70.84,pre-instability
70.86,pre-instability
70.88,pre-instability
70.9,pre-instability
70.92,pre-instability
70.94,pre-instability
70.96,pre-instability
70.98,pre-instability
71.0,pre-instability
71.02,pre-instability
71.04,pre-instability
71.06,pre-instability
71.08,pre-instability
71.1,pre-instability
71.12,pre-instability
71.14,pre-instability
71.16,pre-instability
71.18,pre-instability
71.2,pre-instability
71.22,pre-instability
71.24,pre-instability
71.26,pre-instability
71.28,pre-instability
71.3,pre-instability
71.32,pre-instability
71.34,pre-instability
71.36,pre-instability
71.38,pre-instability
71.4,pre-instability
71.42,pre-instability
71.44,pre-instability
71.46,pre-instability
71.48,pre-instability
71.5,pre-instability
71.52,pre-instability
71.54,pre-instability
71.56,pre-instability
71.58,pre-instability
71.6,pre-instability
71.62,pre-instability
71.64,pre-instability
71.66,pre-instability
71.68,pre-instability
71.7,pre-instability
71.72,pre-instability
71.74,pre-instability
71.76,pre-instability
71.78,pre-instability
71.8,pre-instability
71.82,pre-instability
71.84,pre-instability
71.86,pre-instability
71.88,pre-instability
71.9,pre-instability
71.92,pre-instability
71.94,pre-instability
71.96,pre-instability
71.98,pre-instability
72.0,pre-instability
72.02,pre-instability
72.04,pre-instability
72.06,pre-instability
72.08,pre-instability
72.1,pre-instability
72.12,pre-instability
72.14,pre-instability
72.16,pre-instability
72.18,pre-instability
72.2,pre-instability
72.22,pre-instability
72.24,pre-instability
72.26,pre-instability
72.28,pre-instability
72.3,pre-instability
72.32,pre-instability
72.34,pre-instability
72.36,pre-instability
72.38,pre-instability
72.4,pre-instability
72.42,pre-instability
72.44,pre-instability
72.46,pre-instability
72.48,pre-instability
72.5,pre-instability
72.52,pre-instability
72.54,pre-instability
72.56,pre-instability
72.58,pre-instability
72.6,pre-instability
72.62,pre-instability
72.64,pre-instability
72.66,pre-instability
72.68,pre-instability
72.7,pre-instability
72.72,pre-instability
72.74,pre-instability
72.76,pre-instability
72.78,pre-instability
72.8,pre-instability
72.82,pre-instability
72.84,pre-instability
72.86,pre-instability
72.88,pre-instability
72.9,pre-instability
72.92,pre-instability
72.94,pre-instability
72.96,pre-instability
72.98,pre-instability
73.0,pre-instability
73.02,pre-instability
73.04,pre-instability
73.06,pre-instability
73.08,pre-instability
73.1,pre-instability
73.12,pre-instability
73.14,pre-instability
73.16,pre-instability
73.18,pre-instability
73.2,pre-instability
73.22,pre-instability
73.24,pre-instability
73.26,pre-instability
73.28,pre-instability
73.3,pre-instability
73.32,pre-instability
73.34,pre-instability
73.36,pre-instability
73.38,pre-instability
73.4,pre-instability
73.42,pre-instability
73.44,pre-instability
73.46,pre-instability
73.48,pre-instability
73.5,pre-instability
73.52,pre-instability
73.54,pre-instability
73.56,pre-instability
73.58,pre-instability
73.6,pre-instability
73.62,pre-instability
73.64,pre-instability
73.66,pre-instability
73.68,pre-instability
73.7,pre-instability
73.72,pre-instability
73.74,pre-instability
73.76,pre-instability
73.78,pre-instability
73.8,pre-instability
73.82,pre-instability
73.84,pre-instability
73.86,pre-instability
73.88,pre-instability
73.9,pre-instability
73.92,pre-instability
73.94,pre-instability
73.96,pre-instability
73.98,pre-instability
74.0,pre-instability
74.02,pre-instability
74.04,pre-instability
74.06,pre-instability
74.08,pre-instability
74.1,pre-instability
74.12,pre-instability
74.14,pre-instability
74.16,pre-instability
74.18,pre-instability
74.2,pre-instability
74.22,pre-instability
74.24,pre-instability
74.26,pre-instability
74.28,pre-instability
74.3,pre-instability
74.32,pre-instability
74.34,pre-instability
74.36,pre-instability
74.38,pre-instability
74.4,pre-instability
74.42,pre-instability
74.44,pre-instability
74.46,pre-instability
74.48,pre-instability
74.5,pre-instability
74.52,pre-instability
74.54,pre-instability
74.56,pre-instability
74.58,pre-instability
74.6,pre-instability
74.62,pre-instability
74.64,pre-instability
74.66,pre-instability
74.68,pre-instability
74.7,pre-instability
74.72,pre-instability
74.74,pre-instability
74.76,pre-instability
74.78,pre-instability
74.8,pre-instability
74.82,pre-instability
74.84,pre-instability
74.86,pre-instability
74.88,pre-instability
74.9,pre-instability
74.92,pre-instability
74.94,pre-instability
74.96,pre-instability
74.98,pre-instability
75.0,pre-instability
75.02,pre-instability
75.04,pre-instability
75.06,pre-instability
75.08,pre-instability
75.1,pre-instability
75.12,pre-instability
75.14,pre-instability
75.16,pre-instability
75.18,pre-instability
75.2,pre-instability
75.22,pre-instability
75.24,pre-instability
75.26,pre-instability
75.28,pre-instability
75.3,pre-instability
75.32,pre-instability
75.34,pre-instability
75.36,pre-instability
75.38,pre-instability
75.4,pre-instability
75.42,pre-instability
75.44,pre-instability
75.46,pre-instability
75.48,pre-instability
75.5,pre-instability
75.52,pre-instability
75.54,pre-instability
75.56,pre-instability
75.58,pre-instability
75.6,pre-instability
75.62,pre-instability
75.64,pre-instability
75.66,pre-instability
75.68,pre-instability
75.7,pre-instability
75.72,pre-instability
75.74,pre-instability
75.76,pre-instability
75.78,pre-instability
75.8,pre-instability
75.82,pre-instability
75.84,pre-instability
75.86,pre-instability
75.88,pre-instability
75.9,pre-instability
75.92,pre-instability
75.94,pre-instability
75.96,pre-instability
75.98,pre-instability
76.0,pre-instability
76.02,pre-instability
76.04,pre-instability
76.06,pre-instability
76.08,pre-instability
76.1,pre-instability
76.12,pre-instability
76.14,pre-instability
76.16,pre-instability
76.18,pre-instability
76.2,pre-instability
76.22,pre-instability
76.24,pre-instability
76.26,pre-instability
76.28,pre-instability
76.3,pre-instability
76.32,pre-instability
76.34,pre-instability
76.36,pre-instability
76.38,pre-instability
76.4,pre-instability
76.42,pre-instability
76.44,pre-instability
76.46,pre-instability
76.48,pre-instability
76.5,pre-instability
76.52,pre-instability
76.54,pre-instability
76.56,pre-instability
76.58,pre-instability
76.6,pre-instability
76.62,pre-instability
76.64,pre-instability
76.66,pre-instability
76.68,pre-instability
76.7,pre-instability
76.72,pre-instability
76.74,pre-instability
76.76,pre-instability
76.78,pre-instability
76.8,pre-instability
76.82,pre-instability
76.84,pre-instability
76.86,pre-instability
76.88,pre-instability
76.9,pre-instability
76.92,pre-instability
76.94,pre-instability
76.96,pre-instability
76.98,pre-instability
77.0,pre-instability
77.02,pre-instability
77.04,pre-instability
77.06,pre-instability
77.08,pre-instability
77.1,pre-instability
77.12,pre-instability
77.14,pre-instability
77.16,pre-instability
77.18,pre-instability
77.2,pre-instability
77.22,pre-instability
77.24,pre-instability
77.26,pre-instability
77.28,pre-instability
77.3,pre-instability
77.32,pre-instability
77.34,pre-instability
77.36,pre-instability
77.38,pre-instability
77.4,pre-instability
77.42,pre-instability
77.44,pre-instability
77.46,pre-instability
77.48,pre-instability
77.5,pre-instability
77.52,pre-instability
77.54,pre-instability
77.56,pre-instability
77.58,pre-instability
77.6,pre-instability
77.62,pre-instability
77.64,pre-instability
77.66,pre-instability
77.68,pre-instability
77.7,pre-instability
77.72,pre-instability
77.74,pre-instability
77.76,pre-instability
77.78,pre-instability
77.8,pre-instability
77.82,pre-instability
77.84,pre-instability
77.86,pre-instability
77.88,pre-instability
77.9,pre-instability
77.92,pre-instability
77.94,pre-instability
77.96,pre-instability
77.98,pre-instability
78.0,pre-instability
78.02,pre-instability
78.04,pre-instability
78.06,pre-instability
78.08,pre-instability
78.1,pre-instability
78.12,pre-instability
78.14,pre-instability
78.16,pre-instability
78.18,pre-instability
78.2,pre-instability
78.22,pre-instability
78.24,pre-instability
78.26,pre-instability
78.28,pre-instability
78.3,pre-instability
78.32,pre-instability
78.34,pre-instability
78.36,pre-instability
78.38,pre-instability
78.4,pre-instability
78.42,pre-instability
78.44,pre-instability
78.46,pre-instability
78.48,pre-instability
78.5,pre-instability
78.52,pre-instability
78.54,pre-instability
78.56,pre-instability
78.58,pre-instability
78.6,pre-instability
78.62,pre-instability
78.64,pre-instability
78.66,pre-instability
78.68,pre-instability
78.7,pre-instability
78.72,pre-instability
78.74,pre-instability
78.76,pre-instability
78.78,pre-instability
78.8,pre-instability
78.82,pre-instability
78.84,pre-instability
78.86,pre-instability
78.88,pre-instability
78.9,pre-instability
78.92,pre-instability
78.94,pre-instability
78.96,pre-instability
78.98,pre-instability
79.0,pre-instability
79.02,pre-instability
79.04,pre-instability
79.06,pre-instability
79.08,pre-instability
79.1,pre-instability
79.12,pre-instability
79.14,pre-instability
79.16,pre-instability
79.18,pre-instability
79.2,pre-instability
79.22,pre-instability
79.24,pre-instability
79.26,pre-instability
79.28,pre-instability
79.3,pre-instability
79.32,pre-instability
79.34,pre-instability
79.36,pre-instability
79.38,pre-instability
79.4,pre-instability
79.42,pre-instability
79.44,pre-instability
79.46,pre-instability
79.48,pre-instability
79.5,pre-instability
79.52,pre-instability
79.54,pre-instability
79.56,pre-instability
79.58,pre-instability
79.6,pre-instability
79.62,pre-instability
79.64,pre-instability
79.66,pre-instability
79.68,pre-instability
79.7,pre-instability
79.72,pre-instability
79.74,pre-instability
79.76,pre-instability
79.78,pre-instability
79.8,pre-instability
79.82,pre-instability
79.84,pre-instability
79.86,pre-instability
79.88,pre-instability
79.9,pre-instability
79.92,pre-instability
79.94,pre-instability
79.96,pre-instability
79.98,pre-instability
80.0,pre-instability
80.02,pre-instability
80.04,pre-instability
80.06,pre-instability
80.08,pre-instability
80.1,pre-instability
80.12,pre-instability
80.14,pre-instability
80.16,pre-instability
80.18,pre-instability
80.2,pre-instability
80.22,pre-instability
80.24,pre-instability
80.26,pre-instability
80.28,pre-instability
80.3,pre-instability
80.32,pre-instability
80.34,pre-instability
80.36,pre-instability
80.38,pre-instability
80.4,pre-instability
80.42,pre-instability
80.44,pre-instability
80.46,pre-instability
80.48,pre-instability
80.5,pre-instability
80.52,pre-instability
80.54,pre-instability
80.56,pre-instability
80.58,pre-instability
80.6,pre-instability
80.62,pre-instability
80.64,pre-instability
80.66,pre-instability
80.68,pre-instability
80.7,pre-instability
80.72,pre-instability
80.74,pre-instability
80.76,pre-instability
80.78,pre-instability
80.8,pre-instability
80.82,pre-instability
80.84,pre-instability
80.86,pre-instability
80.88,pre-instability
80.9,pre-instability
80.92,pre-instability
80.94,pre-instability
80.96,pre-instability
80.98,pre-instability
81.0,pre-instability
81.02,pre-instability
81.04,pre-instability
81.06,pre-instability
81.08,pre-instability
81.1,pre-instability
81.12,pre-instability
81.14,pre-instability
81.16,pre-instability
81.18,pre-instability
81.2,pre-instability
81.22,pre-instability
81.24,pre-instability
81.26,pre-instability
81.28,pre-instability
81.3,pre-instability
81.32,pre-instability
81.34,pre-instability
81.36,pre-instability
81.38,pre-instability
81.4,pre-instability
81.42,pre-instability
81.44,pre-instability
81.46,pre-instability
81.48,pre-instability
81.5,pre-instability
81.52,pre-instability
81.54,pre-instability
81.56,pre-instability
81.58,pre-instability
81.6,pre-instability
81.62,pre-instability
81.64,pre-instability
81.66,pre-instability
81.68,pre-instability
81.7,pre-instability
81.72,pre-instability
81.74,pre-instability
81.76,pre-instability
81.78,pre-instability
81.8,pre-instability
81.82,pre-instability
81.84,pre-instability
81.86,pre-instability
81.88,pre-instability
81.9,pre-instability
81.92,pre-instability
81.94,pre-instability
81.96,pre-instability
81.98,pre-instability
82.0,pre-instability
82.02,pre-instability
82.04,pre-instability
82.06,pre-instability
82.08,pre-instability
82.1,pre-instability
82.12,pre-instability
82.14,pre-instability
82.16,pre-instability
82.18,pre-instability
82.2,pre-instability
82.22,pre-instability
82.24,pre-instability
82.26,pre-instability
82.28,pre-instability
82.3,pre-instability
82.32,pre-instability
82.34,pre-instability
82.36,pre-instability
82.38,pre-instability
82.4,pre-instability
82.42,pre-instability
82.44,pre-instability
82.46,pre-instability
82.48,pre-instability
82.5,pre-instability
82.52,pre-instability
82.54,pre-instability
82.56,pre-instability
82.58,pre-instability
82.6,pre-instability
82.62,pre-instability
82.64,pre-instability
82.66,pre-instability
82.68,pre-instability
82.7,pre-instability
82.72,pre-instability
82.74,pre-instability
82.76,pre-instability
82.78,pre-instability
82.8,pre-instability
82.82,pre-instability
82.84,pre-instability
82.86,pre-instability
82.88,pre-instability
82.9,pre-instability
82.92,pre-instability
82.94,pre-instability
82.96,pre-instability
82.98,pre-instability
83.0,pre-instability
83.02,pre-instability
83.04,pre-instability
83.06,pre-instability
83.08,pre-instability
83.1,pre-instability
83.12,pre-instability
83.14,pre-instability
83.16,pre-instability
83.18,pre-instability
83.2,pre-instability
83.22,pre-instability
83.24,pre-instability
83.26,pre-instability
83.28,pre-instability
83.3,pre-instability
83.32,pre-instability
83.34,pre-instability
83.36,pre-instability
83.38,pre-instability
83.4,pre-instability
83.42,pre-instability
83.44,pre-instability
83.46,pre-instability
83.48,pre-instability
83.5,pre-instability
83.52,pre-instability
83.54,pre-instability
83.56,pre-instability
83.58,pre-instability
83.6,pre-instability
83.62,pre-instability
83.64,pre-instability
83.66,pre-instability
83.68,pre-instability
83.7,pre-instability
83.72,pre-instability
83.74,pre-instability
83.76,pre-instability
83.78,pre-instability
83.8,pre-instability
83.82,pre-instability
83.84,pre-instability
83.86,pre-instability
83.88,pre-instability
83.9,pre-instability
83.92,pre-instability
83.94,pre-instability
83.96,pre-instability
83.98,pre-instability
84.0,pre-instability
84.02,pre-instability
84.04,pre-instability
84.06,pre-instability
84.08,pre-instability
84.1,pre-instability
84.12,pre-instability
84.14,pre-instability
84.16,pre-instability
84.18,pre-instability
84.2,pre-instability
84.22,pre-instability
84.24,pre-instability
84.26,pre-instability
84.28,pre-instability
84.3,pre-instability
84.32,pre-instability
84.34,pre-instability
84.36,pre-instability
84.38,pre-instability
84.4,pre-instability
84.42,pre-instability
84.44,pre-instability
84.46,pre-instability
84.48,pre-instability
84.5,pre-instability
84.52,pre-instability
84.54,pre-instability
84.56,pre-instability
84.58,pre-instability
84.6,pre-instability
84.62,pre-instability
84.64,pre-instability
84.66,pre-instability
84.68,pre-instability
84.7,pre-instability
84.72,pre-instability
84.74,pre-instability
84.76,pre-instability
84.78,pre-instability
84.8,pre-instability
84.82,pre-instability
84.84,pre-instability
84.86,pre-instability
84.88,pre-instability
84.9,pre-instability
84.92,pre-instability
84.94,pre-instability
84.96,pre-instability
84.98,pre-instability
85.0,pre-instability
85.02,pre-instability
85.04,pre-instability
85.06,pre-instability
85.08,pre-instability
85.1,pre-instability
85.12,pre-instability
85.14,pre-instability
85.16,pre-instability
85.18,pre-instability
85.2,pre-instability
85.22,pre-instability
85.24,pre-instability
85.26,pre-instability
85.28,pre-instability
85.3,pre-instability
85.32,pre-instability
85.34,pre-instability
85.36,pre-instability
85.38,pre-instability
85.4,pre-instability
85.42,pre-instability
85.44,pre-instability
85.46,pre-instability
85.48,pre-instability
85.5,pre-instability
85.52,pre-instability
85.54,pre-instability
85.56,pre-instability
85.58,pre-instability
85.6,pre-instability
85.62,pre-instability
85.64,pre-instability
85.66,pre-instability
85.68,pre-instability
85.7,pre-instability
85.72,pre-instability
85.74,pre-instability
85.76,pre-instability
85.78,pre-instability
85.8,pre-instability
85.82,pre-instability
85.84,pre-instability
85.86,pre-instability
85.88,pre-instability
85.9,pre-instability
85.92,pre-instability
85.94,pre-instability
85.96,pre-instability
85.98,pre-instability
86.0,pre-instability
86.02,pre-instability
86.04,pre-instability
86.06,pre-instability
86.08,pre-instability
86.1,pre-instability
86.12,pre-instability
86.14,pre-instability
86.16,pre-instability
86.18,pre-instability
86.2,pre-instability
86.22,pre-instability
86.24,pre-instability
86.26,pre-instability
86.28,pre-instability
86.3,pre-instability
86.32,pre-instability
86.34,pre-instability
86.36,pre-instability
86.38,pre-instability
86.4,pre-instability
86.42,pre-instability
86.44,pre-instability
86.46,pre-instability
86.48,pre-instability
86.5,pre-instability
86.52,pre-instability
86.54,pre-instability
86.56,pre-instability
86.58,pre-instability
86.6,pre-instability
86.62,pre-instability
86.64,pre-instability
86.66,pre-instability
86.68,pre-instability
86.7,pre-instability
86.72,pre-instability
86.74,pre-instability
86.76,pre-instability
86.78,pre-instability
86.8,pre-instability
86.82,pre-instability
86.84,pre-instability
86.86,pre-instability
86.88,pre-instability
86.9,pre-instability
86.92,pre-instability
86.94,pre-instability
86.96,pre-instability
86.98,pre-instability
87.0,pre-instability
87.02,pre-instability
87.04,pre-instability
87.06,pre-instability
87.08,pre-instability
87.1,pre-instability
87.12,pre-instability
87.14,pre-instability
87.16,pre-instability
87.18,pre-instability
87.2,pre-instability
87.22,pre-instability
87.24,pre-instability
87.26,pre-instability
87.28,pre-instability
87.3,pre-instability
87.32,pre-instability
87.34,pre-instability
87.36,pre-instability
87.38,pre-instability
87.4,pre-instability
87.42,pre-instability
87.44,pre-instability
87.46,pre-instability
87.48,pre-instability
87.5,pre-instability
87.52,pre-instability
87.54,pre-instability
87.56,pre-instability
87.58,pre-instability
87.6,pre-instability
87.62,pre-instability
87.64,pre-instability
87.66,pre-instability
87.68,pre-instability
87.7,pre-instability
87.72,pre-instability
87.74,pre-instability
87.76,pre-instability
87.78,pre-instability
87.8,pre-instability
87.82,pre-instability
87.84,pre-instability
87.86,pre-instability
87.88,pre-instability
87.9,pre-instability
87.92,pre-instability
87.94,pre-instability
87.96,pre-instability
87.98,pre-instability
88.0,pre-instability
88.02,pre-instability
88.04,pre-instability
88.06,pre-instability
88.08,pre-instability
88.1,pre-instability
88.12,pre-instability
88.14,pre-instability
88.16,pre-instability
88.18,pre-instability
88.2,pre-instability
88.22,pre-instability
88.24,pre-instability
88.26,pre-instability
88.28,pre-instability
88.3,pre-instability
88.32,pre-instability
88.34,pre-instability
88.36,pre-instability
88.38,pre-instability
88.4,pre-instability
88.42,pre-instability
88.44,pre-instability
88.46,pre-instability
88.48,pre-instability
88.5,pre-instability
88.52,pre-instability
88.54,pre-instability
88.56,pre-instability
88.58,pre-instability
88.6,pre-instability
88.62,pre-instability
88.64,pre-instability
88.66,pre-instability
88.68,pre-instability
88.7,pre-instability
88.72,pre-instability
88.74,pre-instability
88.76,pre-instability
88.78,pre-instability
88.8,pre-instability
88.82,pre-instability
88.84,pre-instability
88.86,pre-instability
88.88,pre-instability
88.9,pre-instability
88.92,pre-instability
88.94,pre-instability
88.96,pre-instability
88.98,pre-instability
89.0,pre-instability
89.02,pre-instability
89.04,pre-instability
89.06,pre-instability
89.08,pre-instability
89.1,pre-instability
89.12,pre-instability
89.14,pre-instability
89.16,pre-instability
89.18,pre-instability
89.2,pre-instability
89.22,pre-instability
89.24,pre-instability
89.26,pre-instability
89.28,pre-instability
89.3,pre-instability
89.32,pre-instability
89.34,pre-instability
89.36,pre-instability
89.38,pre-instability
89.4,pre-instability
89.42,pre-instability
89.44,pre-instability
89.46,pre-instability
89.48,pre-instability
89.5,pre-instability
89.52,pre-instability
89.54,pre-instability
89.56,pre-instability
89.58,pre-instability
89.6,pre-instability
89.62,pre-instability
89.64,pre-instability
89.66,pre-instability
89.68,pre-instability
89.7,pre-instability
89.72,pre-instability
89.74,pre-instability
89.76,pre-instability
89.78,pre-instability
89.8,pre-instability
89.82,pre-instability
89.84,pre-instability
89.86,pre-instability
89.88,pre-instability
89.9,pre-instability
89.92,pre-instability
89.94,pre-instability
89.96,pre-instability
89.98,pre-instability
90.0,instability
90.02,instability
90.04,instability
90.06,instability
90.08,instability
90.1,instability
90.12,instability
90.14,instability
90.16,instability
90.18,instability
90.2,instability
90.22,instability
90.24,instability
90.26,instability
90.28,instability
90.3,instability
90.32,instability
90.34,instability
90.36,instability
90.38,instability
90.4,instability
90.42,instability
90.44,instability
90.46,instability
90.48,instability
90.5,instability
90.52,instability
90.54,instability
90.56,instability
90.58,instability
90.6,instability
90.62,instability
90.64,instability
90.66,instability
90.68,instability
90.7,instability
90.72,instability
90.74,instability
90.76,instability
90.78,instability
90.8,instability
90.82,instability
90.84,instability
90.86,instability
90.88,instability
90.9,instability
90.92,instability
90.94,instability
90.96,instability
90.98,instability
91.0,instability
91.02,instability
91.04,instability
91.06,instability
91.08,instability
91.1,instability
91.12,instability
91.14,instability
91.16,instability
91.18,instability
91.2,instability
91.22,instability
91.24,instability
91.26,instability
91.28,instability
91.3,instability
91.32,instability
91.34,instability
91.36,instability
91.38,instability
91.4,instability
91.42,instability
91.44,instability
91.46,instability
91.48,instability
91.5,instability
91.52,instability
91.54,instability
91.56,instability
91.58,instability
91.6,instability
91.62,instability
91.64,instability
91.66,instability
91.68,instability
91.7,instability
91.72,instability
91.74,instability
91.76,instability
91.78,instability
91.8,instability
91.82,instability
91.84,instability
91.86,instability
91.88,instability
91.9,instability
91.92,instability
91.94,instability
91.96,instability
91.98,instability
92.0,instability
92.02,instability
92.04,instability
92.06,instability
92.08,instability
92.1,instability
92.12,instability
92.14,instability
92.16,instability
92.18,instability
92.2,instability
92.22,instability
92.24,instability
92.26,instability
92.28,instability
92.3,instability
92.32,instability
92.34,instability
92.36,instability
92.38,instability
92.4,instability
92.42,instability
92.44,instability
92.46,instability
92.48,instability
92.5,instability
92.52,instability
92.54,instability
92.56,instability
92.58,instability
92.6,instability
92.62,instability
92.64,instability
92.66,instability
92.68,instability
92.7,instability
92.72,instability
92.74,instability
92.76,instability
92.78,instability
92.8,instability
92.82,instability
92.84,instability
92.86,instability
92.88,instability
92.9,instability
92.92,instability
92.94,instability
92.96,instability
92.98,instability
93.0,instability
93.02,instability
93.04,instability
93.06,instability
93.08,instability
93.1,instability
93.12,instability
93.14,instability
93.16,instability
93.18,instability
93.2,instability
93.22,instability
93.24,instability
93.26,instability
93.28,instability
93.3,instability
93.32,instability
93.34,instability
93.36,instability
93.38,instability
93.4,instability
93.42,instability
93.44,instability
93.46,instability
93.48,instability
93.5,instability
93.52,instability
93.54,instability
93.56,instability
93.58,instability
93.6,instability
93.62,instability
93.64,instability
93.66,instability
93.68,instability
93.7,instability
93.72,instability
93.74,instability
93.76,instability
93.78,instability
93.8,instability
93.82,instability
93.84,instability
93.86,instability
93.88,instability
93.9,instability
93.92,instability
93.94,instability
93.96,instability
93.98,instability
94.0,instability
94.02,instability
94.04,instability
94.06,instability
94.08,instability
94.1,instability
94.12,instability
94.14,instability
94.16,instability
94.18,instability
94.2,instability
94.22,instability
94.24,instability
94.26,instability
94.28,instability
94.3,instability
94.32,instability
94.34,instability
94.36,instability
94.38,instability
94.4,instability
94.42,instability
94.44,instability
94.46,instability
94.48,instability
94.5,instability
94.52,instability
94.54,instability
94.56,instability
94.58,instability
94.6,instability
94.62,instability
94.64,instability
94.66,instability
94.68,instability
94.7,instability
94.72,instability
94.74,instability
94.76,instability
94.78,instability
94.8,instability
94.82,instability
94.84,instability
94.86,instability
94.88,instability
94.9,instability
94.92,instability
94.94,instability
94.96,instability
94.98,instability
95.0,instability
95.02,instability
95.04,instability
95.06,instability
95.08,instability
95.1,instability
95.12,instability
95.14,instability
95.16,instability
95.18,instability
95.2,instability
95.22,instability
95.24,instability
95.26,instability
95.28,instability
95.3,instability
95.32,instability
95.34,instability
95.36,instability
95.38,instability
95.4,instability
95.42,instability
95.44,instability
95.46,instability
95.48,instability
95.5,instability
95.52,instability
95.54,instability
95.56,instability
95.58,instability
95.6,instability
95.62,instability
95.64,instability
95.66,instability
95.68,instability
95.7,instability
95.72,instability
95.74,instability
95.76,instability
95.78,instability
95.8,instability
95.82,instability
95.84,instability
95.86,instability
95.88,instability
95.9,instability
95.92,instability
95.94,instability
95.96,instability
95.98,instability
96.0,instability
96.02,instability
96.04,instability
96.06,instability
96.08,instability
96.1,instability
96.12,instability
96.14,instability
96.16,instability
96.18,instability
96.2,instability
96.22,instability
96.24,instability
96.26,instability
96.28,instability
96.3,instability
96.32,instability
96.34,instability
96.36,instability
96.38,instability
96.4,instability
96.42,instability
96.44,instability
96.46,instability
96.48,instability
96.5,instability
96.52,instability
96.54,instability
96.56,instability
96.58,instability
96.6,instability
96.62,instability
96.64,instability
96.66,instability
96.68,instability
96.7,instability
96.72,instability
96.74,instability
96.76,instability
96.78,instability
96.8,instability
96.82,instability
96.84,instability
96.86,instability
96.88,instability
96.9,instability
96.92,instability
96.94,instability
96.96,instability
96.98,instability
97.0,instability
97.02,instability
97.04,instability
97.06,instability
97.08,instability
97.1,instability
97.12,instability
97.14,instability
97.16,instability
97.18,instability
97.2,instability
97.22,instability
97.24,instability
97.26,instability
97.28,instability
97.3,instability
97.32,instability
97.34,instability
97.36,instability
97.38,instability
97.4,instability
97.42,instability
97.44,instability
97.46,instability
97.48,instability
97.5,instability
97.52,instability
97.54,instability
97.56,instability
97.58,instability
97.6,instability
97.62,instability
97.64,instability
97.66,instability
97.68,instability
97.7,instability
97.72,instability
97.74,instability
97.76,instability
97.78,instability
97.8,instability
97.82,instability
97.84,instability
97.86,instability
97.88,instability
97.9,instability
97.92,instability
97.94,instability
97.96,instability
97.98,instability
98.0,instability
98.02,instability
98.04,instability
98.06,instability
98.08,instability
98.1,instability
98.12,instability
98.14,instability
98.16,instability
98.18,instability
98.2,instability
98.22,instability
98.24,instability
98.26,instability
98.28,instability
98.3,instability
98.32,instability
98.34,instability
98.36,instability
98.38,instability
98.4,instability
98.42,instability
98.44,instability
98.46,instability
98.48,instability
98.5,instability
98.52,instability
98.54,instability
98.56,instability
98.58,instability
98.6,instability
98.62,instability
98.64,instability
98.66,instability
98.68,instability
98.7,instability
98.72,instability
98.74,instability
98.76,instability
98.78,instability
98.8,instability
98.82,instability
98.84,instability
98.86,instability
98.88,instability
98.9,instability
98.92,instability
98.94,instability
98.96,instability
98.98,instability
99.0,instability
99.02,instability
99.04,instability
99.06,instability
99.08,instability
99.1,instability
99.12,instability
99.14,instability
99.16,instability
99.18,instability
99.2,instability
99.22,instability
99.24,instability
99.26,instability
99.28,instability
99.3,instability
99.32,instability
99.34,instability
99.36,instability
99.38,instability
99.4,instability
99.42,instability
99.44,instability
99.46,instability
99.48,instability
99.5,instability
99.52,instability
99.54,instability
99.56,instability
99.58,instability
99.6,instability
99.62,instability
99.64,instability
99.66,instability
99.68,instability
99.7,instability
99.72,instability
99.74,instability
99.76,instability
99.78,instability
99.8,instability
99.82,instability
99.84,instability
99.86,instability
99.88,instability
99.9,instability
99.92,instability
99.94,instability
99.96,instability
99.98,instability
100.0,instability
100.02,instability
100.04,instability
100.06,instability
100.08,instability
100.1,instability
100.12,instability
100.14,instability
100.16,instability
100.18,instability
100.2,instability
100.22,instability
100.24,instability
100.26,instability
100.28,instability
100.3,instability
100.32,instability
100.34,instability
100.36,instability
100.38,instability
100.4,instability
100.42,instability
100.44,instability
100.46,instability
100.48,instability
100.5,instability
100.52,instability
100.54,instability
100.56,instability
100.58,instability
100.6,instability
100.62,instability
